iter	Passed	Remaining
1174	36057	117378
1175	36090	117355
1176	36122	117327
1177	36153	117300
1178	36187	117278
1179	36217	117247
1180	36245	117205
1181	36271	117162
1182	36285	117076
1183	36312	117033
1184	36343	117006
1185	36373	116971
1186	36403	116939
1187	36432	116901
1188	36459	116860
1189	36488	116822
1190	36515	116783
1191	36547	116755
1192	36573	116711
1193	36603	116677
1194	36630	116636
1195	36660	116600
1196	36687	116560
1197	36715	116520
1198	36746	116490
1199	36775	116454
1200	36836	116522
1201	36871	116504
1202	36901	116471
1203	36931	116439
1204	36965	116417
1205	36993	116380
1206	37023	116346
1207	37058	116327
1208	37086	116291
1209	37116	116259
1210	37146	116223
1211	37179	116201
1212	37208	116165
1213	37237	116130
1214	37269	116103
1215	37299	116070
1216	37332	116047
1217	37366	116027
1218	37404	116019
1219	37440	116004
1220	37477	115993
1221	37511	115973
1222	37545	115951
1223	37575	115918
1224	37610	115901
1225	37639	115864
1226	37668	115830
1227	37696	115792
1228	37727	115760
1229	37755	115723
1230	37783	115684
1231	37815	115657
1232	37879	115727
1233	37910	115698
1234	37940	115664
1235	37969	115628
1236	37997	115591
1237	38028	115560
1238	38060	115533
1239	38091	115504
1240	38123	115476
1241	38155	115449
1242	38184	115413
1243	38212	115374
1244	38241	115337
1245	38274	115316
1246	38302	115275
1247	38333	115247
1248	38364	115215
1249	38391	115175
1250	38423	115146
1251	38453	115114
1252	38480	115073
1253	38507	115030
1254	38547	115028
1255	38586	115022
1256	38616	114989
1257	38648	114961
1258	38676	114924
1259	38706	114890
1260	38734	114853
1261	38764	114819
1262	38792	114781
1263	38821	114744
1264	38850	114709
1265	38881	114680
1266	38942	114736
1267	38972	114704
1268	38998	114659
1269	39027	114622
1270	39054	114583
1271	39082	114544
1272	39109	114502
1273	39137	114462
1274	39165	114424
1275	39196	114395
1276	39223	114352
1277	39251	114313
1278	39279	114275
1279	39307	114238
1280	39337	114206
1281	39368	114174
1282	39400	114148
1283	39428	114109
1284	39456	114072
1285	39486	114038
1286	39517	114008
1287	39547	113975
1288	39575	113937
1289	39604	113900
1290	39632	113862
1291	39660	113823
1292	39687	113784
1293	39716	113748
1294	39744	113709
1295	39773	113673
1296	39801	113635
1297	39828	113594
1298	39858	113561
1299	39886	113522
1300	39912	113480
1301	39940	113440
1302	40001	113495
1303	40032	113466
1304	40058	113423
1305	40086	113384
1306	40115	113347
1307	40143	113310
1308	40171	113271
1309	40199	113233
1310	40227	113196
1311	40255	113156
1312	40283	113117
1313	40311	113080
1314	40340	113045
1315	40368	113008
1316	40396	112968
1317	40425	112935
1318	40458	112908
1319	40486	112870
1320	40514	112832
1321	40541	112792
1322	40569	112753
1323	40597	112716
1324	40624	112674
1325	40651	112635
1326	40679	112596
1327	40707	112557
1328	40735	112519
1329	40762	112480
1330	40789	112438
1331	40841	112466
1332	40871	112434
1333	40898	112394
1334	40926	112356
1335	40955	112320
1336	40983	112282
1337	41046	112340
1338	41078	112313
1339	41106	112274
1340	41133	112236
1341	41161	112197
1342	41189	112160
1343	41217	112122
1344	41245	112082
1345	41274	112047
1346	41300	112005
1347	41329	111970
1348	41357	111932
1349	41385	111892
1350	41412	111853
1351	41441	111817
1352	41467	111776
1353	41498	111744
1354	41526	111708
1355	41554	111669
1356	41581	111630
1357	41609	111591
1358	41637	111552
1359	41664	111512
1360	41692	111475
1361	41721	111440
1362	41748	111400
1363	41776	111362
1364	41804	111324
1365	41832	111288
1366	41861	111253
1367	41888	111213
1368	41922	111190
1369	41955	111166
1370	41983	111128
1371	42012	111093
1372	42040	111056
1373	42102	111108
1374	42132	111076
1375	42159	111035
1376	42186	110997
1377	42214	110957
1378	42242	110920
1379	42270	110883
1380	42298	110845
1381	42325	110806
1382	42352	110766
1383	42380	110728
1384	42409	110692
