iter	Passed	Remaining
2170	64249	157709
2171	64278	157676
2172	64307	157646
2173	64340	157625
2174	64370	157596
2175	64398	157563
2176	64427	157532
2177	64478	157555
2178	64517	157547
2179	64545	157513
2180	64576	157487
2181	64606	157460
2182	64635	157428
2183	64662	157392
2184	64691	157361
2185	64718	157326
2186	64746	157292
2187	64784	157283
2188	64812	157250
2189	64842	157220
2190	64875	157199
2191	64905	157170
2192	64936	157144
2193	64969	157122
2194	64999	157093
2195	65030	157068
2196	65487	158069
2197	65514	158034
2198	65541	157997
2199	65570	157965
2200	65597	157928
2201	65626	157897
2202	65656	157867
2203	65682	157829
2204	65709	157793
2205	65739	157762
2206	65767	157727
2207	65795	157695
2208	65823	157661
2209	65852	157627
2210	65880	157594
2211	65907	157559
2212	65935	157525
2213	65962	157487
2214	65990	157452
2215	66017	157417
2216	66044	157381
2217	66072	157345
2218	66097	157306
2219	66125	157271
2220	66153	157237
2221	66180	157200
2222	66206	157161
2223	66233	157125
2224	66260	157088
2225	66288	157055
2226	66315	157019
2227	66342	156983
2228	66368	156945
2229	66397	156912
2230	66425	156877
2231	66458	156855
2232	66549	156971
2233	66578	156938
2234	66605	156902
2235	66633	156868
2236	66659	156830
2237	66689	156801
2238	66716	156763
2239	66742	156725
2240	66770	156692
2241	66797	156654
2242	66823	156615
2243	66851	156581
2244	66879	156549
2245	66909	156519
2246	66936	156483
2247	66962	156445
2248	66989	156408
2249	67016	156372
2250	67044	156338
2251	67072	156303
2252	67101	156272
2253	67129	156239
2254	67155	156200
2255	67183	156166
2256	67213	156136
2257	67239	156097
2258	67269	156067
2259	67296	156033
2260	67324	155999
2261	67354	155968
2262	67381	155932
2263	67408	155897
2264	67440	155871
2265	67473	155849
2266	67500	155814
2267	67527	155778
2268	67610	155871
2269	67641	155844
2270	67668	155808
2271	67695	155770
2272	67722	155734
2273	67749	155698
2274	67779	155668
2275	67808	155637
2276	67836	155602
2277	67862	155564
2278	67890	155530
2279	67916	155492
2280	67942	155455
2281	67970	155421
2282	67998	155385
2283	68024	155347
2284	68051	155312
2285	68081	155283
2286	68109	155250
2287	68139	155219
2288	68171	155194
2289	68200	155162
2290	68230	155135
2291	68262	155109
2292	68296	155089
2293	68328	155065
2294	68360	155040
2295	68392	155014
2296	68421	154982
2297	68457	154968
2298	68492	154950
2299	68522	154919
2300	68551	154889
2301	68582	154861
2302	68641	154897
2303	68708	154951
2304	68739	154925
2305	68769	154896
2306	68800	154867
2307	68830	154838
2308	68864	154817
2309	68894	154789
2310	68926	154763
2311	68958	154738
2312	68990	154714
2313	69020	154685
2314	69053	154663
2315	69093	154654
2316	69123	154625
2317	69159	154608
2318	69187	154576
2319	69216	154544
2320	69245	154512
2321	69281	154496
2322	69309	154462
2323	69340	154434
2324	69369	154402
2325	69396	154367
2326	69424	154332
2327	69451	154297
2328	69478	154260
2329	69508	154231
2330	69533	154191
2331	69561	154155
2332	69590	154125
2333	69618	154091
2334	69645	154056
2335	69673	154022
2336	69772	154144
2337	69798	154106
2338	69824	154067
2339	69850	154030
2340	69877	153994
2341	69905	153958
2342	69932	153922
2343	69957	153883
2344	69983	153844
2345	70009	153805
2346	70034	153766
2347	70062	153732
2348	70088	153693
2349	70117	153662
2350	70146	153631
2351	70176	153599
2352	70208	153576
2353	70234	153537
2354	70261	153500
2355	70288	153465
2356	70315	153429
2357	70341	153391
2358	70366	153350
2359	70394	153317
2360	70421	153279
2361	70447	153241
2362	70472	153202
2363	70499	153167
2364	70526	153129
2365	70551	153089
2366	70576	153050
2367	70602	153011
2368	70628	152974
2369	70654	152934
2370	70682	152902
2371	70709	152865
2372	70736	152830
2373	70829	152936
2374	70857	152902
2375	70882	152862
2376	70910	152828
2377	70937	152792
2378	70962	152753
2379	70988	152714
2380	71013	152674
2381	71039	152636
2382	71066	152601
2383	71092	152563
2384	71119	152526
2385	71145	152489
2386	71171	152451
2387	71196	152411
2388	71222	152372
2389	71257	152353
2390	71285	152319
2391	71311	152282
2392	71339	152248
2393	71366	152213
2394	71393	152176
2395	71419	152140
2396	71446	152103
2397	71472	152065
2398	71499	152028
2399	71525	151991
2400	71552	151956
2401	71578	151918
2402	71605	151882
2403	71633	151847
2404	71659	151811
2405	71687	151777
2406	71712	151738
2407	71740	151703
2408	71767	151667
2409	71792	151627
2410	71861	151682
2411	71915	151701
2412	71947	151676
2413	71972	151636
2414	71997	151597
2415	72023	151559
2416	72050	151523
2417	72076	151485
2418	72103	151451
2419	72129	151412
2420	72155	151375
2421	72180	151335
2422	72206	151296
2423	72231	151256
2424	72258	151221
2425	72283	151182
2426	72309	151144
2427	72340	151116
2428	72368	151083
2429	72396	151049
2430	72423	151014
2431	72449	150975
2432	72477	150941
2433	72505	150908
2434	72531	150870
2435	72557	150833
2436	72583	150795
2437	72607	150755
2438	72634	150718
2439	72662	150684
2440	72688	150648
2441	72714	150610
2442	72742	150576
2443	72767	150537
2444	72794	150501
2445	72821	150465
2446	72848	150429
2447	72875	150394
2448	72961	150480
2449	72992	150453
2450	73019	150418
2451	73047	150385
2452	73073	150348
2453	73099	150309
2454	73125	150271
2455	73152	150235
2456	73178	150199
2457	73207	150167
2458	73235	150134
2459	73261	150097
2460	73287	150058
2461	73312	150020
2462	73339	149984
2463	73365	149947
2464	73392	149910
2465	73420	149878
2466	73447	149843
2467	73473	149805
2468	73501	149772
2469	73530	149739
2470	73556	149702
2471	73582	149665
2472	73611	149633
2473	73637	149596
2474	73663	149560
2475	73689	149521
2476	73716	149485
2477	73742	149448
2478	73766	149408
2479	73794	149374
2480	73820	149337
2481	73848	149303
2482	73876	149270
2483	73902	149233
2484	73929	149197
2485	73954	149158
2486	74054	149269
2487	74080	149232
2488	74108	149199
2489	74134	149161
2490	74159	149122
2491	74185	149084
2492	74212	149050
2493	74238	149012
2494	74264	148975
2495	74294	148945
2496	74321	148910
2497	74347	148873
2498	74375	148839
2499	74402	148805
2500	74429	148769
2501	74457	148735
2502	74483	148698
2503	74509	148662
2504	74536	148627
2505	74562	148590
2506	74589	148553
2507	74615	148517
2508	74647	148491
2509	74674	148456
2510	74702	148423
2511	74729	148387
2512	74755	148351
2513	74781	148314
2514	74808	148278
2515	74835	148242
2516	74861	148205
2517	74886	148167
2518	74915	148135
2519	74940	148097
2520	74967	148060
2521	74994	148027
2522	75020	147989
2523	75121	148099
2524	75147	148062
2525	75173	148025
2526	75199	147988
2527	75224	147950
2528	75251	147914
2529	75279	147881
2530	75304	147842
2531	75330	147804
2532	75356	147767
2533	75383	147732
2534	75435	147747
2535	75462	147712
2536	75488	147674
2537	75515	147639
2538	75543	147605
2539	75570	147570
2540	75597	147535
2541	75623	147497
2542	75648	147460
2543	75675	147423
2544	75702	147388
2545	75729	147354
2546	75757	147320
2547	75784	147285
2548	75810	147249
2549	75836	147212
2550	75864	147178
2551	75892	147145
2552	75919	147111
2553	75947	147077
2554	75973	147039
2555	75999	147003
2556	76024	146964
2557	76050	146928
2558	76077	146892
2559	76168	146981
2560	76203	146961
2561	76230	146926
2562	76257	146890
2563	76283	146854
2564	76312	146823
2565	76338	146787
2566	76365	146750
2567	76397	146725
2568	76424	146691
2569	76451	146655
2570	76477	146618
2571	76502	146580
2572	76530	146547
2573	76555	146509
2574	76582	146474
2575	76610	146439
2576	76638	146406
2577	76664	146370
2578	76692	146338
2579	76720	146304
2580	76749	146273
2581	76777	146240
2582	76803	146203
2583	76830	146168
2584	76858	146134
2585	76886	146101
2586	76913	146067
2587	76941	146034
2588	76968	145999
2589	76994	145961
2590	77021	145927
2591	77049	145893
2592	77074	145856
2593	77100	145819
2594	77126	145782
2595	77153	145747
2596	77209	145766
2597	77278	145812
2598	77305	145776
2599	77331	145740
2600	77358	145704
2601	77386	145672
2602	77416	145642
2603	77443	145608
2604	77473	145578
2605	77501	145545
2606	77531	145515
2607	77558	145481
2608	77588	145452
2609	77615	145417
2610	77648	145394
2611	77679	145367
2612	77712	145343
2613	77744	145316
2614	77776	145291
2615	77812	145274
2616	77844	145247
2617	77873	145217
2618	77902	145185
2619	77931	145155
2620	77960	145124
2621	77989	145092
2622	78018	145061
2623	78046	145028
2624	78072	144992
2625	78099	144956
2626	78128	144925
2627	78158	144896
2628	78187	144865
2629	78217	144835
2630	78245	144803
2631	78354	144919
2632	78392	144904
2633	78425	144881
2634	78458	144858
2635	78489	144829
2636	78518	144798
2637	78546	144766
2638	78575	144735
2639	78602	144700
2640	78631	144668
2641	78661	144640
2642	78689	144606
2643	78718	144574
2644	78749	144548
2645	78787	144533
2646	78817	144503
2647	78853	144485
2648	78886	144461
2649	78913	144427
2650	78943	144396
2651	78971	144363
2652	78999	144331
2653	79026	144296
2654	79053	144261
2655	79080	144226
2656	79108	144192
2657	79134	144156
2658	79160	144120
2659	79186	144084
2660	79214	144050
2661	79241	144016
2662	79271	143986
2663	79298	143951
2664	79328	143921
2665	79436	144034
2666	79468	144008
2667	79497	143976
2668	79527	143948
2669	79556	143916
2670	79584	143884
2671	79610	143847
2672	79637	143812
2673	79665	143778
2674	79690	143740
2675	79716	143704
2676	79742	143667
2677	79768	143630
2678	79795	143596
2679	79824	143564
2680	79852	143531
2681	79878	143495
2682	79912	143473
2683	79942	143443
2684	79972	143413
2685	80002	143385
2686	80031	143353
2687	80058	143318
2688	80090	143293
2689	80120	143262
2690	80149	143232
2691	80176	143197
2692	80202	143161
2693	80228	143125
2694	80256	143092
2695	80284	143059
2696	80313	143028
2697	80339	142990
2698	80369	142961
2699	80401	142935
2700	80497	143024
2701	80529	142998
2702	80556	142963
2703	80582	142927
2704	80610	142893
2705	80637	142859
2706	80665	142826
2707	80691	142789
2708	80719	142756
2709	80746	142721
2710	80772	142685
2711	80798	142649
2712	80825	142613
2713	80854	142582
2714	80883	142551
2715	80910	142517
2716	80943	142493
2717	80972	142461
2718	80998	142424
2719	81025	142389
2720	81053	142357
2721	81079	142321
2722	81105	142285
2723	81131	142248
2724	81157	142211
2725	81183	142175
2726	81209	142139
2727	81237	142105
2728	81263	142069
2729	81289	142033
2730	81315	141997
2731	81342	141961
2732	81369	141927
2733	81395	141892
2734	81423	141858
2735	81449	141821
2736	81476	141786
2737	81571	141870
2738	81602	141843
2739	81629	141808
2740	81654	141770
2741	81679	141733
2742	81706	141698
2743	81733	141662
2744	81758	141626
2745	81787	141594
2746	81814	141560
2747	81840	141523
2748	81865	141485
2749	81892	141450
2750	81918	141414
2751	81945	141379
2752	81972	141344
2753	82001	141314
2754	82030	141282
2755	82058	141250
2756	82084	141214
2757	82110	141178
2758	82136	141141
2759	82162	141104
2760	82187	141067
2761	82214	141032
2762	82238	140993
2763	82265	140958
2764	82291	140922
2765	82318	140887
2766	82343	140850
2767	82371	140816
2768	82396	140779
2769	82423	140744
2770	82449	140708
2771	82475	140673
2772	82501	140636
