type,labels,number_of_crashes,center_lat,center_lng
"В темное время суток, освещение включено",287,2,53.214833,50.293038
"В темное время суток, освещение включено",288,3,53.22274933333333,50.19056066666666
"В темное время суток, освещение включено",298,3,53.32238133333333,50.311185
"В темное время суток, освещение включено",300,2,53.1876125,50.098036
"В темное время суток, освещение включено",305,2,53.2618345,50.216168
"В темное время суток, освещение включено",318,2,53.2317025,50.202455
"В темное время суток, освещение включено",325,2,53.335965,50.232142
"В темное время суток, освещение включено",328,3,53.541013,49.33861266666667
"В темное время суток, освещение включено",342,2,53.515903,49.2729585
"В темное время суток, освещение включено",346,2,53.534306,49.2988085
"В темное время суток, освещение включено",352,2,53.5099155,49.4306285
"В темное время суток, освещение включено",354,2,53.5334255,49.3434135
"В темное время суток, освещение включено",362,3,53.19649266666667,50.190527333333335
"В темное время суток, освещение включено",365,2,53.2066315,50.2347995
"В темное время суток, освещение включено",390,3,53.20671166666666,50.193919
"В темное время суток, освещение включено",401,2,53.520696,49.4288235
"В темное время суток, освещение включено",411,2,53.213907,50.255615
"В темное время суток, освещение включено",418,2,53.181599500000004,50.092420000000004
"В темное время суток, освещение включено",429,2,53.2062285,50.121072
"В темное время суток, освещение включено",433,2,53.490167,49.474195
"В темное время суток, освещение включено",464,2,53.247355999999996,50.2110535
"В темное время суток, освещение включено",468,2,53.5329675,49.336073999999996
"В темное время суток, освещение включено",496,2,53.531693000000004,49.341117499999996
"В темное время суток, освещение отсутствует",1,2,53.212355,48.5504995
"В темное время суток, освещение отсутствует",2,2,53.4577415,51.5138035
"В темное время суток, освещение отсутствует",132,2,53.0581425,50.3855865
"В темное время суток, освещение отсутствует",137,2,53.5187745,49.2276015
"В темное время суток, освещение отсутствует",9,2,53.7724635,50.897067
"В темное время суток, освещение отсутствует",19,3,53.496493,50.061354666666666
"В темное время суток, освещение отсутствует",21,2,54.4661095,51.488768
"В темное время суток, освещение отсутствует",23,2,53.268485999999996,50.5924735
"В темное время суток, освещение отсутствует",24,2,52.878564499999996,50.857537
"В темное время суток, освещение отсутствует",152,3,53.48914366666666,50.11334866666667
